Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,Autogate Status,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
24-07-08 Day3 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,N/A,All Events,N/A,N/A,N/A,1252,145,8.634,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-07-08 Day3 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,FSC-A,SSC-A,1218,145,8.400,97.284,97.284,34135,17949,19776,9399,17030,7455,74747.85,61903.57,218.98,344.88,9119.47,5431.51,46.11,57.79
24-07-08 Day3 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,veroniiHIST,N/A,YL2-H,N/A,2,145,0.014,0.160,0.164,115855,N/A,115855,N/A,65519,N/A,71187.04,N/A,61.44,N/A,74629.39,N/A,64.42,N/A
24-07-08 Day3 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,YL2-H,N/A,1218,145,8.400,97.284,97.284,472,N/A,193,N/A,571,N/A,5137.53,N/A,1087.92,N/A,130.00,N/A,67.23,N/A
24-07-08 Day3 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,protegHIST,N/A,VL2-H,N/A,122,145,0.841,9.744,10.016,32154,N/A,16491,N/A,16138,N/A,52999.90,N/A,164.83,N/A,7139.51,N/A,43.29,N/A
24-07-08 Day3 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,VL2-H,N/A,1218,145,8.400,97.284,97.284,7731,N/A,3415,N/A,1663,N/A,37101.75,N/A,479.88,N/A,2377.63,N/A,69.63,N/A
24-07-08 Day3 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,veronniiQUADRANT,N/A,YL2-A,VL2-A,3,145,0.021,0.240,0.246,3639,1265,2966,1694,1487,125,2556.47,997.23,70.24,78.85,2193.99,417.34,73.96,24.64
24-07-08 Day3 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,protegensQUADRANT,N/A,YL2-A,VL2-A,523,145,3.607,41.773,42.939,341,15721,175,6670,457,7197,803.85,51431.97,235.63,327.15,149.85,4339.07,85.62,65.05
24-07-08 Day3 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,YL2-A,VL2-A,1218,145,8.400,97.284,97.284,419,8988,67,3114,-18,-168,6541.55,47687.32,1563.05,530.56,158.29,3780.92,236.23,121.41
24-07-08 Day3 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,grimHIST,N/A,BL1-H,N/A,3,145,0.021,0.240,0.246,50988,N/A,8589,N/A,138748,N/A,76016.51,N/A,149.09,N/A,4389.39,N/A,51.11,N/A
24-07-08 Day3 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,BL1-H,N/A,1218,145,8.400,97.284,97.284,790,N/A,584,N/A,290,N/A,3989.92,N/A,505.24,N/A,377.91,N/A,64.66,N/A
