Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,Autogate Status,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
24-07-08 Day3 -- H1.plate2,Experiment,10^-2 dilution,A5.fcs,A5,Experiment,Experiment,N/A,All Events,N/A,N/A,N/A,8830,146,60.479,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-07-08 Day3 -- H1.plate2,Experiment,10^-2 dilution,A5.fcs,A5,Experiment,Experiment,,cells,N/A,FSC-A,SSC-A,8737,146,59.842,98.947,98.947,25570,9321,20275,7423,17007,5642,23290.24,15606.99,91.08,167.45,8265.49,2996.33,40.77,40.37
24-07-08 Day3 -- H1.plate2,Experiment,10^-2 dilution,A5.fcs,A5,Experiment,Experiment,,veroniiHIST,N/A,YL2-H,N/A,2,146,0.014,0.023,0.023,91368,N/A,91368,N/A,106328,N/A,21156.45,N/A,23.16,N/A,22179.50,N/A,24.27,N/A
24-07-08 Day3 -- H1.plate2,Experiment,10^-2 dilution,A5.fcs,A5,Experiment,Experiment,,cells,N/A,YL2-H,N/A,8737,146,59.842,98.947,98.947,194,N/A,154,N/A,199,N/A,1408.61,N/A,727.29,N/A,97.69,N/A,63.41,N/A
24-07-08 Day3 -- H1.plate2,Experiment,10^-2 dilution,A5.fcs,A5,Experiment,Experiment,,protegHIST,N/A,VL2-H,N/A,63,146,0.432,0.713,0.721,51853,N/A,18977,N/A,14021,N/A,73556.49,N/A,141.85,N/A,10165.52,N/A,53.57,N/A
24-07-08 Day3 -- H1.plate2,Experiment,10^-2 dilution,A5.fcs,A5,Experiment,Experiment,,cells,N/A,VL2-H,N/A,8737,146,59.842,98.947,98.947,2773,N/A,2308,N/A,519,N/A,7631.43,N/A,275.20,N/A,1447.72,N/A,62.72,N/A
24-07-08 Day3 -- H1.plate2,Experiment,10^-2 dilution,A5.fcs,A5,Experiment,Experiment,,veronniiQUADRANT,N/A,YL2-A,VL2-A,4,146,0.027,0.045,0.046,1048,717,510,643,523,224,1133.16,517.85,108.09,72.24,71.37,506.14,14.00,78.76
24-07-08 Day3 -- H1.plate2,Experiment,10^-2 dilution,A5.fcs,A5,Experiment,Experiment,,protegensQUADRANT,N/A,YL2-A,VL2-A,1719,146,11.774,19.468,19.675,159,6963,103,3955,80,2416,371.31,26326.10,233.13,378.08,96.26,1413.57,93.47,35.74
24-07-08 Day3 -- H1.plate2,Experiment,10^-2 dilution,A5.fcs,A5,Experiment,Experiment,,cells,N/A,YL2-A,VL2-A,8737,146,59.842,98.947,98.947,59,2254,12,1544,-78,-1178,1776.62,12065.62,3034.37,535.39,116.35,2224.17,961.62,144.02
24-07-08 Day3 -- H1.plate2,Experiment,10^-2 dilution,A5.fcs,A5,Experiment,Experiment,,grimHIST,N/A,BL1-H,N/A,6,146,0.041,0.068,0.069,7109,N/A,6369,N/A,4218,N/A,3430.84,N/A,48.26,N/A,3029.42,N/A,47.56,N/A
24-07-08 Day3 -- H1.plate2,Experiment,10^-2 dilution,A5.fcs,A5,Experiment,Experiment,,cells,N/A,BL1-H,N/A,8737,146,59.842,98.947,98.947,677,N/A,623,N/A,1303,N/A,411.61,N/A,60.82,N/A,334.19,N/A,53.67,N/A
24-07-08 Day3 -- H1.plate2,Experiment,10^-2 dilution,A5.fcs,A5,Experiment,Experiment,,putidaHIST,N/A,BL2-H,N/A,22,146,0.151,0.249,0.252,9252,N/A,8497,N/A,12813,N/A,5690.36,N/A,61.51,N/A,6881.01,N/A,80.98,N/A
24-07-08 Day3 -- H1.plate2,Experiment,10^-2 dilution,A5.fcs,A5,Experiment,Experiment,,cells,N/A,BL2-H,N/A,8737,146,59.842,98.947,98.947,230,N/A,190,N/A,229,N/A,551.99,N/A,240.01,N/A,118.51,N/A,62.31,N/A
24-07-08 Day3 -- H1.plate2,Experiment,10^-2 dilution,A5.fcs,A5,Experiment,Experiment,,putidaQUADRANT,N/A,YL2-A,BL2-A,20,146,0.137,0.227,0.229,593,10290,28,9559,16,4148,1974.18,5576.67,333.15,54.20,156.83,6320.76,567.07,66.12
24-07-08 Day3 -- H1.plate2,Experiment,10^-2 dilution,A5.fcs,A5,Experiment,Experiment,,cells,N/A,YL2-A,BL2-A,8737,146,59.842,98.947,98.947,59,259,12,213,-78,277,1776.62,581.41,3034.37,224.59,116.35,138.79,961.62,65.19
24-07-08 Day3 -- H1.plate2,Experiment,10^-2 dilution,A5.fcs,A5,Experiment,Experiment,,cells,N/A,Time,FSC-A,8737,146,59.842,98.947,98.947,170734,25570,166004,20275,65122,17007,100198.00,23290.24,58.69,91.08,129500.66,8265.49,78.01,40.77
