Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,Autogate Status,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
24-07-08 Day3 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,N/A,All Events,N/A,N/A,N/A,10004,8,1250.500,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-07-08 Day3 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,FSC-A,SSC-A,10000,8,1250.000,99.960,99.960,16731,7008,14420,6053,22742,7141,8982.80,5186.39,53.69,74.00,5016.38,3859.21,34.79,63.76
24-07-08 Day3 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,veroniiHIST,N/A,YL2-H,N/A,24,8,3.000,0.240,0.240,85613,N/A,73273,N/A,68634,N/A,46532.04,N/A,54.35,N/A,31696.42,N/A,43.26,N/A
24-07-08 Day3 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,YL2-H,N/A,10000,8,1250.000,99.960,99.960,360,N/A,141,N/A,503,N/A,4741.25,N/A,1316.16,N/A,96.63,N/A,68.60,N/A
24-07-08 Day3 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,protegHIST,N/A,VL2-H,N/A,56,8,7.000,0.560,0.560,13080,N/A,11334,N/A,10445,N/A,4123.77,N/A,31.53,N/A,1195.98,N/A,10.55,N/A
24-07-08 Day3 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,VL2-H,N/A,10000,8,1250.000,99.960,99.960,3153,N/A,3244,N/A,4772,N/A,2831.25,N/A,89.78,N/A,2529.53,N/A,77.98,N/A
24-07-08 Day3 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,veronniiQUADRANT,N/A,YL2-A,VL2-A,9,8,1.125,0.090,0.090,40955,1594,31711,1786,55216,2823,40286.27,789.15,98.37,49.50,46244.92,683.46,145.83,38.27
24-07-08 Day3 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,protegensQUADRANT,N/A,YL2-A,VL2-A,2090,8,261.250,20.892,20.900,118,5977,86,5016,88,5942,216.00,3506.71,183.31,58.67,78.55,2378.85,90.96,47.43
24-07-08 Day3 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,YL2-A,VL2-A,10000,8,1250.000,99.960,99.960,341,2009,1,1740,3,2135,11258.09,4367.99,3304.59,217.39,108.68,3863.64,8031.71,221.99
24-07-08 Day3 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,grimHIST,N/A,BL1-H,N/A,21,8,2.625,0.210,0.210,4441,N/A,4321,N/A,4321,N/A,644.10,N/A,14.50,N/A,510.49,N/A,11.82,N/A
24-07-08 Day3 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,BL1-H,N/A,10000,8,1250.000,99.960,99.960,500,N/A,454,N/A,286,N/A,731.39,N/A,146.18,N/A,449.13,N/A,98.92,N/A
