Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,Autogate Status,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
24-07-08 Day5 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,N/A,All Events,N/A,N/A,N/A,15791,127,124.339,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-07-08 Day5 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,FSC-A,SSC-A,10011,127,78.827,63.397,63.397,22490,5509,17610,2208,18199,6513,26720.03,15609.76,118.81,283.37,5627.95,2604.93,31.96,117.98
24-07-08 Day5 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,veroniiHIST,N/A,YL2-H,N/A,2,127,0.016,0.013,0.020,35469,N/A,35469,N/A,30324,N/A,7276.63,N/A,20.52,N/A,7628.51,N/A,21.51,N/A
24-07-08 Day5 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,YL2-H,N/A,10011,127,78.827,63.397,63.397,190,N/A,152,N/A,157,N/A,667.82,N/A,351.56,N/A,99.75,N/A,65.46,N/A
24-07-08 Day5 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,protegHIST,N/A,VL2-H,N/A,3646,127,28.709,23.089,36.420,27654,N/A,22455,N/A,24695,N/A,21206.48,N/A,76.69,N/A,9165.29,N/A,40.82,N/A
24-07-08 Day5 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,VL2-H,N/A,10011,127,78.827,63.397,63.397,12313,N/A,4485,N/A,15870,N/A,19686.13,N/A,159.88,N/A,3688.62,N/A,82.24,N/A
24-07-08 Day5 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,veronniiQUADRANT,N/A,YL2-A,VL2-A,1,127,0.008,0.006,0.010,597,980,597,980,597,980,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-07-08 Day5 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,protegensQUADRANT,N/A,YL2-A,VL2-A,3790,127,29.843,24.001,37.858,165,17714,93,13912,142,5314,931.48,20932.42,565.07,118.17,85.36,13902.02,91.50,99.92
24-07-08 Day5 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,YL2-A,VL2-A,10011,127,78.827,63.397,63.397,54,12167,10,4768,72,2105,880.56,22257.56,1622.85,182.93,113.30,6326.44,1177.55,132.68
24-07-08 Day5 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,grimHIST,N/A,BL1-H,N/A,6,127,0.047,0.038,0.060,10429,N/A,6222,N/A,11343,N/A,9887.96,N/A,94.82,N/A,2581.57,N/A,41.49,N/A
24-07-08 Day5 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,BL1-H,N/A,10011,127,78.827,63.397,63.397,410,N/A,375,N/A,357,N/A,417.71,N/A,101.80,N/A,239.32,N/A,63.83,N/A
24-07-08 Day5 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,putidaHIST,N/A,BL2-H,N/A,5,127,0.039,0.032,0.050,6565,N/A,5992,N/A,8228,N/A,2555.06,N/A,38.92,N/A,3314.86,N/A,55.32,N/A
24-07-08 Day5 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,BL2-H,N/A,10011,127,78.827,63.397,63.397,99,N/A,90,N/A,81,N/A,175.80,N/A,177.68,N/A,70.74,N/A,79.02,N/A
24-07-08 Day5 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,putidaQUADRANT,N/A,YL2-A,BL2-A,3,127,0.024,0.019,0.030,8076,6312,9561,4502,11193,4502,4068.08,3548.93,50.37,56.22,2420.08,694.34,25.31,15.42
24-07-08 Day5 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,YL2-A,BL2-A,10011,127,78.827,63.397,63.397,54,81,10,71,72,14,880.56,227.41,1622.85,282.09,113.30,89.26,1177.55,125.40
24-07-08 Day5 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,Time,FSC-A,10011,127,78.827,63.397,63.397,159021,22490,158160,17610,190190,18199,80499.61,26720.03,50.62,118.81,95285.22,5627.95,60.25,31.96
24-07-08 Day5 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,R1,N/A,YL2-A,BL1-A,4,127,0.031,0.025,0.040,4199,10713,2520,4618,563,4657,4816.52,12630.19,114.70,117.90,2158.28,514.95,85.63,11.15
24-07-08 Day5 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,YL2-A,BL1-A,10011,127,78.827,63.397,63.397,54,159,10,127,72,-93,880.56,450.98,1622.85,283.48,113.30,279.17,1177.55,219.42
24-07-08 Day5 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,R2,N/A,BL1-A,BL2-A,5,127,0.039,0.032,0.050,6533,6866,4580,5130,1910,14092,4116.40,4150.97,63.01,60.46,3957.46,1625.53,86.42,31.69
24-07-08 Day5 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,BL1-A,BL2-A,10011,127,78.827,63.397,63.397,159,81,127,71,-93,14,450.98,227.41,283.48,282.09,279.17,89.26,219.42,125.40
24-07-08 Day5 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,VL2-A,BL2-A,10011,127,78.827,63.397,63.397,12167,81,4768,71,2105,14,22257.56,227.41,182.93,282.09,6326.44,89.26,132.68,125.40
