Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,Autogate Status,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
24-07-08 Day4 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,N/A,All Events,N/A,N/A,N/A,10049,10,1004.900,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-07-08 Day4 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,FSC-A,SSC-A,10000,10,1000.000,99.512,99.512,28510,12673,17350,6983,25347,7567,44049.65,34326.72,154.50,270.86,9792.57,7221.00,56.44,103.41
24-07-08 Day4 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,veroniiHIST,N/A,YL2-H,N/A,0,10,0.000,0.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-07-08 Day4 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,YL2-H,N/A,10000,10,1000.000,99.512,99.512,163,N/A,147,N/A,164,N/A,126.71,N/A,77.65,N/A,97.04,N/A,65.96,N/A
24-07-08 Day4 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,protegHIST,N/A,VL2-H,N/A,85,10,8.500,0.846,0.850,21397,N/A,16383,N/A,20744,N/A,15499.48,N/A,72.44,N/A,6901.71,N/A,42.13,N/A
24-07-08 Day4 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,VL2-H,N/A,10000,10,1000.000,99.512,99.512,2055,N/A,2232,N/A,-246,N/A,3611.30,N/A,175.73,N/A,2262.38,N/A,101.36,N/A
24-07-08 Day4 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,veronniiQUADRANT,N/A,YL2-A,VL2-A,5,10,0.500,0.050,0.050,579,796,590,621,491,621,63.81,393.76,11.03,49.49,61.82,362.71,10.47,58.38
24-07-08 Day4 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,protegensQUADRANT,N/A,YL2-A,VL2-A,1821,10,182.100,18.121,18.210,143,5563,98,4425,139,4912,416.36,4631.25,290.96,83.26,88.94,1909.88,90.83,43.16
24-07-08 Day4 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,YL2-A,VL2-A,10000,10,1000.000,99.512,99.512,24,1374,6,1100,5,-1293,225.59,4345.67,940.33,316.27,113.27,3100.63,1821.83,281.79
24-07-08 Day4 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,grimHIST,N/A,BL1-H,N/A,62,10,6.200,0.617,0.620,4738,N/A,4272,N/A,4017,N/A,1147.30,N/A,24.21,N/A,542.21,N/A,12.69,N/A
