Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,Autogate Status,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
24-08-19 Day3 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,N/A,All Events,N/A,N/A,N/A,12060,59,204.407,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-08-19 Day3 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,FSC-A,SSC-A,10000,59,169.492,82.919,82.919,17520,6960,14699,5045,15603,18872,20390.35,14646.24,116.38,210.45,5301.04,4110.51,36.07,81.48
24-08-19 Day3 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,veroniiHIST,N/A,YL2-H,N/A,4,59,0.068,0.033,0.040,104413,N/A,101357,N/A,138200,N/A,26165.69,N/A,25.06,N/A,24175.67,N/A,23.85,N/A
24-08-19 Day3 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,YL2-H,N/A,10000,59,169.492,82.919,82.919,224,N/A,157,N/A,179,N/A,2138.87,N/A,954.42,N/A,107.80,N/A,68.45,N/A
24-08-19 Day3 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,protegHIST,N/A,VL2-H,N/A,7868,59,133.356,65.240,78.680,37985,N/A,33937,N/A,17609,N/A,20079.34,N/A,52.86,N/A,11248.59,N/A,33.15,N/A
24-08-19 Day3 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,VL2-H,N/A,10000,59,169.492,82.919,82.919,30879,N/A,30433,N/A,4084,N/A,23547.33,N/A,76.26,N/A,14840.88,N/A,48.77,N/A
24-08-19 Day3 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,veronniiQUADRANT,N/A,YL2-A,VL2-A,2,59,0.034,0.017,0.020,462,562,462,562,480,443,25.09,168.13,5.43,29.94,26.31,176.27,5.69,31.39
24-08-19 Day3 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,protegensQUADRANT,N/A,YL2-A,VL2-A,5076,59,86.034,42.090,50.760,142,35294,99,31966,51,59687,170.67,26787.38,119.83,75.90,90.25,14558.45,90.80,45.54
24-08-19 Day3 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,YL2-A,VL2-A,10000,59,169.492,82.919,82.919,85,31906,18,30477,-90,34031,2104.25,28350.18,2472.39,88.86,122.02,15678.31,692.95,51.44
24-08-19 Day3 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,grimHIST,N/A,BL1-H,N/A,10,59,0.169,0.083,0.100,14483,N/A,15325,N/A,14044,N/A,2986.00,N/A,20.62,N/A,2429.84,N/A,15.85,N/A
