Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,Autogate Status,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
24-08-05 Day0 -- Innoc,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,N/A,All Events,N/A,N/A,N/A,20533,92,223.185,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-08-05 Day0 -- Innoc,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,FSC-A,SSC-A,10000,92,108.696,48.702,48.702,25874,3261,18968,1139,24765,379,25468.23,17218.95,98.43,528.05,7716.93,1217.21,40.69,106.91
24-08-05 Day0 -- Innoc,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,veroniiHIST,N/A,YL2-H,N/A,0,92,0.000,0.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-08-05 Day0 -- Innoc,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,YL2-H,N/A,10000,92,108.696,48.702,48.702,168,N/A,145,N/A,60,N/A,199.49,N/A,118.71,N/A,102.22,N/A,70.67,N/A
24-08-05 Day0 -- Innoc,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,protegHIST,N/A,VL2-H,N/A,217,92,2.359,1.057,2.170,24200,N/A,13267,N/A,11832,N/A,30994.56,N/A,128.07,N/A,2986.03,N/A,22.51,N/A
24-08-05 Day0 -- Innoc,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,VL2-H,N/A,10000,92,108.696,48.702,48.702,2999,N/A,2371,N/A,1492,N/A,8659.44,N/A,288.78,N/A,1744.54,N/A,73.59,N/A
24-08-05 Day0 -- Innoc,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,veronniiQUADRANT,N/A,YL2-A,VL2-A,5,92,0.054,0.024,0.050,557,818,564,702,591,531,56.51,318.84,10.15,38.98,58.90,253.08,10.45,36.05
24-08-05 Day0 -- Innoc,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,protegensQUADRANT,N/A,YL2-A,VL2-A,1803,92,19.598,8.781,18.030,183,7000,124,4459,2428,3794,314.14,13185.67,171.55,188.37,117.10,2061.06,94.59,46.22
24-08-05 Day0 -- Innoc,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,YL2-A,VL2-A,10000,92,108.696,48.702,48.702,30,1905,2,1106,144,-499,248.85,10530.30,816.17,552.90,117.09,2643.70,4815.58,239.13
24-08-05 Day0 -- Innoc,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,grimHIST,N/A,BL1-H,N/A,12,92,0.130,0.058,0.120,5953,N/A,4356,N/A,3820,N/A,4014.72,N/A,67.44,N/A,577.65,N/A,13.26,N/A
