Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,Autogate Status,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
24-08-05 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,A1,Experiment,Experiment,N/A,All Events,N/A,N/A,N/A,12370,103,120.097,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-08-05 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,A1,Experiment,Experiment,,cells,N/A,FSC-A,SSC-A,10000,103,97.087,80.841,80.535,16478,5178,12892,3705,12047,2773,26836.13,10594.24,162.86,204.61,4314.37,2815.46,33.47,75.99
24-08-05 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,A1,Experiment,Experiment,,veroniiHIST,N/A,YL2-H,N/A,0,103,0.000,0.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-08-05 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,A1,Experiment,Experiment,,cells,N/A,YL2-H,N/A,10000,103,97.087,80.841,81.075,173,N/A,140,N/A,200,N/A,190.65,N/A,110.18,N/A,105.45,N/A,75.33,N/A
24-08-05 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,A1,Experiment,Experiment,,protegHIST,N/A,VL2-H,N/A,8868,103,86.097,71.690,88.424,44017,N/A,38013,N/A,28325,N/A,27007.40,N/A,61.36,N/A,14214.49,N/A,37.39,N/A
24-08-05 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,A1,Experiment,Experiment,,cells,N/A,VL2-H,N/A,10000,103,97.087,80.841,81.075,40661,N/A,35917,N/A,8500,N/A,39320.20,N/A,96.70,N/A,15917.57,N/A,44.32,N/A
24-08-05 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,A1,Experiment,Experiment,,veronniiQUADRANT,N/A,YL2-A,VL2-A,1,103,0.010,0.008,0.010,987,1271,987,1271,987,1271,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-08-05 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,A1,Experiment,Experiment,,protegensQUADRANT,N/A,YL2-A,VL2-A,4838,103,46.971,39.111,48.240,146,42348,87,36076,31,64700,240.76,36606.03,164.59,86.44,84.24,16825.59,97.21,46.64
24-08-05 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,A1,Experiment,Experiment,,cells,N/A,YL2-A,VL2-A,10000,103,97.087,80.841,81.075,35,41549,1,35636,-155,113613,206.08,43300.83,586.05,104.22,112.45,16607.17,19652.73,46.60
24-08-05 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,A1,Experiment,Experiment,,grimHIST,N/A,BL1-H,N/A,7,103,0.068,0.057,0.070,9672,N/A,4859,N/A,4305,N/A,8761.26,N/A,90.59,N/A,1529.70,N/A,31.48,N/A
24-08-05 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,A1,Experiment,Experiment,,cells,N/A,BL1-H,N/A,10000,103,97.087,80.841,81.075,415,N/A,363,N/A,428,N/A,456.22,N/A,109.94,N/A,271.93,N/A,74.93,N/A
24-08-05 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,A1,Experiment,Experiment,,putidaHIST,N/A,BL2-H,N/A,3,103,0.029,0.024,0.030,9079,N/A,9725,N/A,9725,N/A,5574.44,N/A,61.40,N/A,6785.39,N/A,69.77,N/A
24-08-05 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,A1,Experiment,Experiment,,cells,N/A,BL2-H,N/A,10000,103,97.087,80.841,81.075,110,N/A,83,N/A,114,N/A,234.45,N/A,214.01,N/A,81.91,N/A,99.04,N/A
24-08-05 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,A1,Experiment,Experiment,,putidaQUADRANT,N/A,YL2-A,BL2-A,2,103,0.019,0.016,0.020,56,11435,56,11435,38,9664,26.63,2504.03,47.16,21.90,27.92,2625.12,49.44,22.96
24-08-05 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,A1,Experiment,Experiment,,cells,N/A,YL2-A,BL2-A,10000,103,97.087,80.841,81.075,35,88,1,62,-155,79,206.08,231.62,586.05,262.28,112.45,90.13,19652.73,145.99
24-08-05 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,A1,Experiment,Experiment,,cells,N/A,Time,FSC-A,10000,103,97.087,80.841,80.841,110628,16478,104423,12892,65224,12047,68842.32,26836.13,62.23,162.86,86576.43,4314.37,82.91,33.47
24-08-05 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,A1,Experiment,Experiment,,R1,N/A,YL2-A,BL1-A,10,103,0.097,0.081,0.100,1393,9794,531,5397,-32,5228,2787.47,10667.74,200.16,108.92,858.17,2098.30,161.66,38.88
24-08-05 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,A1,Experiment,Experiment,,cells,N/A,YL2-A,BL1-A,10000,103,97.087,80.841,81.075,35,203,1,159,-155,114,206.08,547.10,586.05,269.23,112.45,292.22,19652.73,183.79
24-08-05 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,A1,Experiment,Experiment,,R2,N/A,BL1-A,BL2-A,2,103,0.019,0.016,0.020,583,11435,583,11435,-453,9664,1464.23,2504.03,251.26,21.90,1535.04,2625.12,263.41,22.96
24-08-05 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,A1,Experiment,Experiment,,cells,N/A,BL1-A,BL2-A,10000,103,97.087,80.841,81.075,203,88,159,62,114,79,547.10,231.62,269.23,262.28,292.22,90.13,183.79,145.99
24-08-05 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,A1,Experiment,Experiment,,cells,N/A,VL2-A,BL2-A,10000,103,97.087,80.841,81.075,41549,88,35636,62,113613,79,43300.83,231.62,104.22,262.28,16607.17,90.13,46.60,145.99
24-08-05 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,A1,Experiment,Experiment,,cells,N/A,VL2-A,BL1-A,10000,103,97.087,80.841,81.075,41549,203,35636,159,113613,114,43300.83,547.10,104.22,269.23,16607.17,292.22,46.60,183.79
24-08-05 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,B1,Experiment,Experiment,N/A,All Events,N/A,N/A,N/A,10067,24,419.458,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-08-05 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,B1,Experiment,Experiment,,cells,N/A,FSC-A,SSC-A,10000,24,416.667,99.334,99.334,14899,5140,12718,4170,13341,338,9573.89,5443.96,64.26,105.92,3909.62,2650.15,30.74,63.55
24-08-05 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,B1,Experiment,Experiment,,veroniiHIST,N/A,YL2-H,N/A,0,24,0.000,0.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-08-05 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,B1,Experiment,Experiment,,cells,N/A,YL2-H,N/A,10000,24,416.667,99.334,99.334,159,N/A,143,N/A,55,N/A,124.66,N/A,78.19,N/A,98.82,N/A,69.17,N/A
24-08-05 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,B1,Experiment,Experiment,,protegHIST,N/A,VL2-H,N/A,89,24,3.708,0.884,0.890,18398,N/A,13192,N/A,12362,N/A,17954.59,N/A,97.59,N/A,3121.53,N/A,23.66,N/A
24-08-05 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,B1,Experiment,Experiment,,cells,N/A,VL2-H,N/A,10000,24,416.667,99.334,99.334,2433,N/A,2430,N/A,1675,N/A,3268.29,N/A,134.31,N/A,2145.75,N/A,88.30,N/A
24-08-05 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,B1,Experiment,Experiment,,veronniiQUADRANT,N/A,YL2-A,VL2-A,2,24,0.083,0.020,0.020,486,959,486,959,479,878,9.87,114.64,2.03,11.95,10.35,120.18,2.13,12.53
24-08-05 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,B1,Experiment,Experiment,,protegensQUADRANT,N/A,YL2-A,VL2-A,1682,24,70.083,16.708,16.820,128,5479,96,4337,287,14392,186.93,5672.51,145.63,103.52,87.36,1870.47,91.23,43.12
24-08-05 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,B1,Experiment,Experiment,,cells,N/A,YL2-A,VL2-A,10000,24,416.667,99.334,99.334,21,1248,6,1016,79,-168,132.16,3938.01,616.26,315.48,106.21,2928.51,1798.07,288.22
24-08-05 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,B1,Experiment,Experiment,,grimHIST,N/A,BL1-H,N/A,23,24,0.958,0.228,0.230,4784,N/A,4349,N/A,4235,N/A,1620.45,N/A,33.87,N/A,550.33,N/A,12.65,N/A
24-08-05 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,B1,Experiment,Experiment,,cells,N/A,BL1-H,N/A,10000,24,416.667,99.334,99.334,612,N/A,500,N/A,663,N/A,681.42,N/A,111.29,N/A,437.77,N/A,87.53,N/A
