Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,Autogate Status,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
24-08-19 Day1 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,N/A,All Events,N/A,N/A,N/A,10067,21,479.381,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-08-19 Day1 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,FSC-A,SSC-A,10000,21,476.190,99.334,99.334,14800,9052,13200,7958,8432,9814,9095.00,11900.35,61.45,131.46,3987.45,4712.44,30.21,59.22
24-08-19 Day1 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,veroniiHIST,N/A,YL2-H,N/A,0,21,0.000,0.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-08-19 Day1 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,YL2-H,N/A,10000,21,476.190,99.334,99.334,351,N/A,284,N/A,415,N/A,275.43,N/A,78.37,N/A,233.60,N/A,82.15,N/A
24-08-19 Day1 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,protegHIST,N/A,VL2-H,N/A,4961,21,236.238,49.280,49.610,46520,N/A,40663,N/A,33654,N/A,20575.46,N/A,44.23,N/A,13962.30,N/A,34.34,N/A
24-08-19 Day1 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,VL2-H,N/A,10000,21,476.190,99.334,99.334,25402,N/A,9705,N/A,5348,N/A,25518.05,N/A,100.46,N/A,12928.14,N/A,133.21,N/A
24-08-19 Day1 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,veronniiQUADRANT,N/A,YL2-A,VL2-A,210,21,10.000,2.086,2.100,683,754,625,796,750,817,208.36,366.59,30.49,48.61,180.19,422.92,28.82,53.10
24-08-19 Day1 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,protegensQUADRANT,N/A,YL2-A,VL2-A,6252,21,297.714,62.104,62.520,320,26411,244,10607,535,69810,279.71,27114.10,87.38,102.66,239.85,11829.64,98.21,111.52
24-08-19 Day1 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,YL2-A,VL2-A,10000,21,476.190,99.334,99.334,249,26179,185,10856,-191,5669,299.00,28130.93,120.01,107.46,273.68,18066.76,148.29,166.42
24-08-19 Day1 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,grimHIST,N/A,BL1-H,N/A,0,21,0.000,0.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-08-19 Day1 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,BL1-H,N/A,10000,21,476.190,99.334,99.334,458,N/A,419,N/A,265,N/A,320.52,N/A,70.03,N/A,299.45,N/A,71.45,N/A
24-08-19 Day1 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,putidaHIST,N/A,BL2-H,N/A,21,21,1.000,0.209,0.210,8407,N/A,8334,N/A,14859,N/A,3589.76,N/A,42.70,N/A,2969.52,N/A,35.63,N/A
24-08-19 Day1 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,BL2-H,N/A,10000,21,476.190,99.334,99.334,247,N/A,198,N/A,88,N/A,444.98,N/A,180.28,N/A,161.96,N/A,81.81,N/A
24-08-19 Day1 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,putidaQUADRANT,N/A,YL2-A,BL2-A,19,21,0.905,0.189,0.190,555,9403,571,8419,303,11023,239.76,3438.50,43.17,36.57,167.97,3151.67,29.40,37.44
24-08-19 Day1 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,YL2-A,BL2-A,10000,21,476.190,99.334,99.334,249,250,185,205,-191,15,299.00,472.01,120.01,188.91,273.68,191.49,148.29,93.44
24-08-19 Day1 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,Time,FSC-A,10000,21,476.190,99.334,99.334,22753,14800,23291,13200,23298,8432,12794.80,9095.00,56.23,61.45,15113.62,3987.45,64.89,30.21
24-08-19 Day1 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,R1,N/A,YL2-A,BL1-A,0,21,0.000,0.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-08-19 Day1 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,YL2-A,BL1-A,10000,21,476.190,99.334,99.334,249,268,185,242,-191,28,299.00,345.93,120.01,129.03,273.68,335.57,148.29,138.66
