Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,Autogate Status,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
24-08-19 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,A1,Experiment,Experiment,N/A,All Events,N/A,N/A,N/A,106698,113,944.230,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-08-19 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,A1,Experiment,Experiment,,cells,N/A,FSC-A,SSC-A,10000,113,88.496,9.372,9.368,24116,11535,15645,7155,8364,13902,36073.62,27328.73,149.59,236.92,6161.69,5181.69,39.39,72.42
24-08-19 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,A1,Experiment,Experiment,,veroniiHIST,N/A,YL2-H,N/A,0,113,0.000,0.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-08-19 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,A1,Experiment,Experiment,,cells,N/A,YL2-H,N/A,10000,113,88.496,9.372,9.420,437,N/A,212,N/A,124,N/A,595.22,N/A,136.09,N/A,204.30,N/A,96.50,N/A
24-08-19 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,A1,Experiment,Experiment,,protegHIST,N/A,VL2-H,N/A,6994,113,61.894,6.555,69.585,71099,N/A,73889,N/A,98614,N/A,45361.03,N/A,63.80,N/A,37174.58,N/A,50.31,N/A
24-08-19 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,A1,Experiment,Experiment,,cells,N/A,VL2-H,N/A,10000,113,88.496,9.372,9.420,51278,N/A,48513,N/A,2739,N/A,48533.02,N/A,94.65,N/A,58074.67,N/A,119.71,N/A
24-08-19 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,A1,Experiment,Experiment,,veronniiQUADRANT,N/A,YL2-A,VL2-A,7,113,0.062,0.007,0.070,558,633,562,658,472,300,69.86,283.09,12.52,44.70,75.62,374.26,13.46,56.86
24-08-19 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,A1,Experiment,Experiment,,protegensQUADRANT,N/A,YL2-A,VL2-A,6039,113,53.442,5.660,60.084,576,48251,309,17118,152,270364,718.97,55565.75,124.82,115.16,375.39,17081.28,121.65,99.79
24-08-19 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,A1,Experiment,Experiment,,cells,N/A,YL2-A,VL2-A,10000,113,88.496,9.372,9.420,325,55100,87,50386,468,111902,642.37,54970.11,197.80,99.76,250.14,60803.22,287.77,120.68
24-08-19 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,A1,Experiment,Experiment,,grimHIST,N/A,BL1-H,N/A,2,113,0.018,0.002,0.020,5696,N/A,5696,N/A,6857,N/A,1642.87,N/A,28.84,N/A,1722.31,N/A,30.24,N/A
24-08-19 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,A1,Experiment,Experiment,,cells,N/A,BL1-H,N/A,10000,113,88.496,9.372,9.420,516,N/A,459,N/A,699,N/A,397.23,N/A,76.91,N/A,343.98,N/A,74.93,N/A
24-08-19 Day2 -- Epoch.plate2,Experiment,10^-2 dilution,,A1,Experiment,Experiment,,putidaHIST,N/A,BL2-H,N/A,29,113,0.257,0.027,0.289,5514,N/A,3447,N/A,3583,N/A,3950.74,N/A,71.64,N/A,1276.02,N/A,37.01,N/A
