Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,Autogate Status,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,N/A,All Events,N/A,N/A,N/A,15471,4,3867.750,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,FSC-A,SSC-A,10000,4,2500.000,64.637,64.637,15394,9060,14134,7614,17086,6026,6267.15,6874.61,40.71,75.88,4571.60,6440.41,32.35,84.59
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,veroniiHIST,N/A,YL2-H,N/A,584,4,146.000,3.775,5.840,155645,N/A,152284,N/A,172601,N/A,39799.18,N/A,25.57,N/A,40850.87,N/A,26.83,N/A
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,YL2-H,N/A,10000,4,2500.000,64.637,64.637,9300,N/A,199,N/A,17,N/A,37695.15,N/A,405.31,N/A,137.53,N/A,69.12,N/A
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,protegHIST,N/A,VL2-H,N/A,241,4,60.250,1.558,2.410,12933,N/A,11743,N/A,12149,N/A,3712.12,N/A,28.70,N/A,1522.60,N/A,12.97,N/A
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,VL2-H,N/A,10000,4,2500.000,64.637,64.637,3429,N/A,3438,N/A,1975,N/A,3399.69,N/A,99.15,N/A,2885.60,N/A,83.92,N/A
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,veronniiQUADRANT,N/A,YL2-A,VL2-A,95,4,23.750,0.614,0.950,102092,1819,122893,1652,4454,937,77481.16,940.07,75.89,51.68,84968.81,1189.52,69.14,71.98
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,protegensQUADRANT,N/A,YL2-A,VL2-A,2336,4,584.000,15.099,23.360,241,5876,143,5143,8,3089,986.02,3023.04,409.64,51.45,127.08,2507.48,89.10,48.75
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,YL2-A,VL2-A,10000,4,2500.000,64.637,64.637,10584,2270,23,2067,132,3313,44667.72,4474.32,422.04,197.08,189.65,4091.69,808.14,197.98
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,grimHIST,N/A,BL1-H,N/A,108,4,27.000,0.698,1.080,5674,N/A,4917,N/A,4512,N/A,2118.09,N/A,37.33,N/A,1325.13,N/A,26.95,N/A
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,BL1-H,N/A,10000,4,2500.000,64.637,64.637,525,N/A,400,N/A,550,N/A,1070.80,N/A,204.02,N/A,582.85,N/A,145.59,N/A
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,putidaHIST,N/A,BL2-H,N/A,5717,4,1429.250,36.953,57.170,11741,N/A,10683,N/A,10733,N/A,4818.99,N/A,41.04,N/A,3663.51,N/A,34.29,N/A
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,BL2-H,N/A,10000,4,2500.000,64.637,64.637,6798,N/A,7234,N/A,193,N/A,6776.69,N/A,99.68,N/A,10162.86,N/A,140.49,N/A
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,putidaQUADRANT,N/A,YL2-A,BL2-A,5669,4,1417.250,36.643,56.690,-41,12425,-12,11118,257,16623,347.74,5576.48,846.42,44.88,164.73,3976.10,1326.37,35.76
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,YL2-A,BL2-A,10000,4,2500.000,64.637,64.637,10584,7128,23,7410,132,127,44667.72,7392.36,422.04,103.71,189.65,10516.76,808.14,141.93
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,Time,FSC-A,10000,4,2500.000,64.637,64.637,4181,15394,3859,14134,3859,17086,2319.73,6267.15,55.49,40.71,2787.29,4571.60,72.23,32.35
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,R1,N/A,YL2-A,BL1-A,14,4,3.500,0.090,0.140,57,3890,-37,3726,-74,3699,354.04,450.17,618.18,11.57,199.47,212.37,537.89,5.70
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,YL2-A,BL1-A,10000,4,2500.000,64.637,64.637,10584,399,23,255,132,310,44667.72,1024.17,422.04,256.84,189.65,596.09,808.14,233.33
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,R2,N/A,BL1-A,BL2-A,5691,4,1422.750,36.785,56.910,383,12414,348,11114,1024,11836,930.00,5575.46,242.70,44.91,882.92,3977.50,253.70,35.79
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,BL1-A,BL2-A,10000,4,2500.000,64.637,64.637,399,7128,255,7410,310,127,1024.17,7392.36,256.84,103.71,596.09,10516.76,233.33,141.93
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,VL2-A,BL2-A,10000,4,2500.000,64.637,64.637,2270,7128,2067,7410,3313,127,4474.32,7392.36,197.08,103.71,4091.69,10516.76,197.98,141.93
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,VL2-A,BL1-A,10000,4,2500.000,64.637,64.637,2270,399,2067,255,3313,310,4474.32,1024.17,197.08,256.84,4091.69,596.09,197.98,233.33
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,N/A,All Events,N/A,N/A,N/A,10037,18,557.611,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,cells,N/A,FSC-A,SSC-A,10000,18,555.556,99.631,99.631,14273,4363,12315,1755,11909,6007,19664.21,12938.92,137.77,296.58,3467.06,1638.27,28.15,93.35
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,veroniiHIST,N/A,YL2-H,N/A,0,18,0.000,0.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,cells,N/A,YL2-H,N/A,10000,18,555.556,99.631,99.631,155,N/A,137,N/A,148,N/A,119.30,N/A,77.20,N/A,100.10,N/A,73.14,N/A
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,protegHIST,N/A,VL2-H,N/A,129,18,7.167,1.285,1.290,15324,N/A,12157,N/A,15564,N/A,10033.52,N/A,65.47,N/A,2253.93,N/A,18.54,N/A
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,cells,N/A,VL2-H,N/A,10000,18,555.556,99.631,99.631,2826,N/A,2789,N/A,4318,N/A,3455.37,N/A,122.28,N/A,2840.41,N/A,101.83,N/A
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,veronniiQUADRANT,N/A,YL2-A,VL2-A,3,18,0.167,0.030,0.030,531,1026,530,1197,484,1271,47.31,361.81,8.91,35.25,69.00,110.10,13.01,9.20
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,protegensQUADRANT,N/A,YL2-A,VL2-A,2114,18,117.444,21.062,21.140,134,6774,100,5419,176,3602,180.12,8079.87,134.64,119.28,91.36,2865.10,91.31,52.87
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,cells,N/A,YL2-A,VL2-A,10000,18,555.556,99.631,99.631,24,1575,5,1046,-118,349,137.42,5751.54,581.00,365.29,111.43,4062.51,2165.21,388.54
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,grimHIST,N/A,BL1-H,N/A,50,18,2.778,0.498,0.500,13787,N/A,12009,N/A,9423,N/A,8359.13,N/A,60.63,N/A,7743.40,N/A,64.48,N/A
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,cells,N/A,BL1-H,N/A,10000,18,555.556,99.631,99.631,494,N/A,408,N/A,257,N/A,1369.12,N/A,277.36,N/A,605.94,N/A,148.69,N/A
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,putidaHIST,N/A,BL2-H,N/A,6793,18,377.389,67.680,67.930,8921,N/A,8619,N/A,9889,N/A,2478.53,N/A,27.78,N/A,1858.24,N/A,21.56,N/A
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,cells,N/A,BL2-H,N/A,10000,18,555.556,99.631,99.631,6100,N/A,7499,N/A,128,N/A,4588.12,N/A,75.21,N/A,3717.49,N/A,49.58,N/A
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,putidaQUADRANT,N/A,YL2-A,BL2-A,6734,18,374.111,67.092,67.340,9,9306,-8,8854,9,6206,135.81,2869.18,1590.29,30.83,101.82,1928.25,1271.33,21.78
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,cells,N/A,YL2-A,BL2-A,10000,18,555.556,99.631,99.631,24,6273,5,7679,-118,10470,137.42,4954.58,581.00,78.98,111.43,3928.41,2165.21,51.16
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,cells,N/A,Time,FSC-A,10000,18,555.556,99.631,99.631,19188,14273,20013,12315,20015,11909,11044.76,19664.21,57.56,137.77,13863.05,3467.06,69.27,28.15
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,R1,N/A,YL2-A,BL1-A,47,18,2.611,0.468,0.470,333,15570,92,14046,4327,16584,910.38,8805.11,273.06,56.55,253.31,7641.24,275.86,54.40
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,cells,N/A,YL2-A,BL1-A,10000,18,555.556,99.631,99.631,24,335,5,214,-118,517,137.42,1388.21,581.00,414.93,111.43,589.14,2165.21,275.30
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,R2,N/A,BL1-A,BL2-A,6733,18,374.056,67.082,67.330,327,9306,275,8854,-442,8060,976.73,2869.00,298.58,30.83,777.29,1928.01,282.33,21.78
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,cells,N/A,BL1-A,BL2-A,10000,18,555.556,99.631,99.631,335,6273,214,7679,517,10470,1388.21,4954.58,414.93,78.98,589.14,3928.41,275.30,51.16
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,cells,N/A,VL2-A,BL2-A,10000,18,555.556,99.631,99.631,1575,6273,1046,7679,349,10470,5751.54,4954.58,365.29,78.98,4062.51,3928.41,388.54,51.16
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,cells,N/A,VL2-A,BL1-A,10000,18,555.556,99.631,99.631,1575,335,1046,214,349,517,5751.54,1388.21,365.29,414.93,4062.51,589.14,388.54,275.30
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,D1.fcs,D1,Experiment,Experiment,N/A,All Events,N/A,N/A,N/A,10588,73,145.041,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,D1.fcs,D1,Experiment,Experiment,,cells,N/A,FSC-A,SSC-A,10000,73,136.986,94.447,94.447,19969,5386,16846,3245,18405,4826,33219.71,29596.84,166.36,549.49,5078.65,2516.71,30.15,77.57
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,D1.fcs,D1,Experiment,Experiment,,veroniiHIST,N/A,YL2-H,N/A,0,73,0.000,0.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-07-08 Day1 -- H1.plate1,Experiment,10^-2 dilution,D1.fcs,D1,Experiment,Experiment,,cells,N/A,YL2-H,N/A,10000,73,136.986,94.447,94.447,206,N/A,176,N/A,115,N/A,171.11,N/A,82.89,N/A,117.33,N/A,66.67,N/A
