Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,Autogate Status,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
24-07-02 Day3 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,N/A,All Events,N/A,N/A,N/A,38797,17,2282.176,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-07-02 Day3 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,FSC-A,SSC-A,10000,17,588.235,25.775,25.775,19717,8396,15967,6887,18274,4037,14375.16,7225.42,72.91,86.06,7361.11,4356.62,46.10,63.26
24-07-02 Day3 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,veroniiHIST,N/A,YL2-H,N/A,7,17,0.412,0.018,0.070,196291,N/A,204585,N/A,204585,N/A,28579.81,N/A,14.56,N/A,12547.75,N/A,6.13,N/A
24-07-02 Day3 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,YL2-H,N/A,10000,17,588.235,25.775,25.775,290,N/A,138,N/A,127,N/A,5235.92,N/A,1803.82,N/A,94.82,N/A,68.91,N/A
24-07-02 Day3 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,protegHIST,N/A,VL2-H,N/A,84,17,4.941,0.217,0.840,19857,N/A,17894,N/A,23379,N/A,8786.91,N/A,44.25,N/A,8583.87,N/A,47.97,N/A
24-07-02 Day3 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,VL2-H,N/A,10000,17,588.235,25.775,25.775,2434,N/A,2573,N/A,5259,N/A,4191.06,N/A,172.16,N/A,2155.49,N/A,83.77,N/A
24-07-02 Day3 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,veronniiQUADRANT,N/A,YL2-A,VL2-A,1,17,0.059,0.003,0.010,465,785,465,785,465,785,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-07-02 Day3 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,protegensQUADRANT,N/A,YL2-A,VL2-A,1912,17,112.471,4.928,19.120,121,6133,91,4758,67,5875,162.11,4903.28,133.85,79.95,85.41,2277.69,93.58,47.87
24-07-02 Day3 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,YL2-A,VL2-A,10000,17,588.235,25.775,25.775,198,1744,-2,1441,-17,2295,7076.22,6310.66,3575.02,361.84,109.87,3421.66,5456.87,237.49
24-07-02 Day3 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,grimHIST,N/A,BL1-H,N/A,105,17,6.176,0.271,1.050,9669,N/A,5001,N/A,6925,N/A,22426.01,N/A,231.93,N/A,1537.70,N/A,30.75,N/A
24-07-02 Day3 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,BL1-H,N/A,10000,17,588.235,25.775,25.775,794,N/A,614,N/A,1680,N/A,2555.97,N/A,321.75,N/A,504.72,N/A,82.23,N/A
24-07-02 Day3 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,putidaHIST,N/A,BL2-H,N/A,3456,17,203.294,8.908,34.560,11066,N/A,7980,N/A,5238,N/A,7480.85,N/A,67.60,N/A,4184.37,N/A,52.44,N/A
24-07-02 Day3 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,BL2-H,N/A,10000,17,588.235,25.775,25.775,3995,N/A,344,N/A,5754,N/A,6766.15,N/A,169.39,N/A,363.95,N/A,105.68,N/A
24-07-02 Day3 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,putidaQUADRANT,N/A,YL2-A,BL2-A,3410,17,200.588,8.789,34.100,9,12161,-4,8283,-75,24502,124.65,9509.85,1440.06,78.20,110.87,4372.55,3128.03,52.79
24-07-02 Day3 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,YL2-A,BL2-A,10000,17,588.235,25.775,25.775,198,4350,-2,393,-17,259,7076.22,7905.85,3575.02,181.76,109.87,457.66,5456.87,116.46
24-07-02 Day3 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,Time,FSC-A,10000,17,588.235,25.775,25.775,19706,19717,21253,15967,21254,18274,10718.10,14375.16,54.39,72.91,13543.55,7361.11,63.73,46.10
24-07-02 Day3 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,R1,N/A,YL2-A,BL1-A,113,17,6.647,0.291,1.130,2,7233,-6,4537,161,3995,126.31,5442.06,8226.97,75.23,126.56,1186.77,2051.18,26.16
24-07-02 Day3 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,YL2-A,BL1-A,10000,17,588.235,25.775,25.775,198,720,-2,507,-17,397,7076.22,4948.65,3575.02,686.92,109.87,567.20,5456.87,111.87
24-07-02 Day3 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,R2,N/A,BL1-A,BL2-A,3410,17,200.588,8.789,34.100,779,12161,599,8283,1984,24502,1102.45,9509.85,141.51,78.20,855.30,4372.55,142.78,52.79
24-07-02 Day3 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,BL1-A,BL2-A,10000,17,588.235,25.775,25.775,720,4350,507,393,397,259,4948.65,7905.85,686.92,181.76,567.20,457.66,111.87,116.46
24-07-02 Day3 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,VL2-A,BL2-A,10000,17,588.235,25.775,25.775,1744,4350,1441,393,2295,259,6310.66,7905.85,361.84,181.76,3421.66,457.66,237.49,116.46
24-07-02 Day3 -- Epoch.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,VL2-A,BL1-A,10000,17,588.235,25.775,25.775,1744,720,1441,507,2295,397,6310.66,4948.65,361.84,686.92,3421.66,567.20,237.49,111.87
24-07-02 Day3 -- Epoch.plate2,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,N/A,All Events,N/A,N/A,N/A,16895,71,237.958,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-07-02 Day3 -- Epoch.plate2,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,FSC-A,SSC-A,10000,71,140.845,59.189,59.189,25343,5322,18930,2729,21916,986,38124.72,18305.09,150.43,343.93,6971.19,2941.48,36.83,107.79
24-07-02 Day3 -- Epoch.plate2,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,veroniiHIST,N/A,YL2-H,N/A,0,71,0.000,0.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-07-02 Day3 -- Epoch.plate2,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,YL2-H,N/A,10000,71,140.845,59.189,59.189,146,N/A,131,N/A,395,N/A,174.78,N/A,119.47,N/A,93.45,N/A,71.48,N/A
