Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,Autogate Status,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
24-07-02 Day1 -- Epoch.plate2,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,N/A,All Events,N/A,N/A,N/A,11283,54,208.944,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-07-02 Day1 -- Epoch.plate2,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,FSC-A,SSC-A,10000,54,185.185,88.629,88.629,19623,5390,16662,3872,38474,10903,17646.69,12212.88,89.93,226.58,5997.86,3057.86,36.00,78.98
24-07-02 Day1 -- Epoch.plate2,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,veroniiHIST,N/A,YL2-H,N/A,0,54,0.000,0.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-07-02 Day1 -- Epoch.plate2,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,YL2-H,N/A,10000,54,185.185,88.629,88.629,190,N/A,166,N/A,272,N/A,147.10,N/A,77.42,N/A,110.78,N/A,66.65,N/A
24-07-02 Day1 -- Epoch.plate2,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,protegHIST,N/A,VL2-H,N/A,4961,54,91.870,43.969,49.610,35843,N/A,34395,N/A,29966,N/A,10942.05,N/A,30.53,N/A,8236.57,N/A,23.95,N/A
24-07-02 Day1 -- Epoch.plate2,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,VL2-H,N/A,10000,54,185.185,88.629,88.629,20255,N/A,9642,N/A,7443,N/A,17333.93,N/A,85.58,N/A,12320.60,N/A,127.78,N/A
24-07-02 Day1 -- Epoch.plate2,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,veronniiQUADRANT,N/A,YL2-A,VL2-A,5,54,0.093,0.044,0.050,472,862,428,960,454,823,100.68,379.13,21.31,44.00,26.05,204.21,6.08,21.26
24-07-02 Day1 -- Epoch.plate2,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,protegensQUADRANT,N/A,YL2-A,VL2-A,5476,54,101.407,48.533,54.760,152,23316,113,22556,89,4830,204.78,18770.12,134.86,80.50,104.98,22942.39,92.96,101.71
24-07-02 Day1 -- Epoch.plate2,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,YL2-A,VL2-A,10000,54,185.185,88.629,88.629,66,21240,38,16608,-107,33245,189.79,18263.78,287.25,85.99,130.73,20011.22,341.04,120.49
24-07-02 Day1 -- Epoch.plate2,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,grimHIST,N/A,BL1-H,N/A,1,54,0.019,0.009,0.010,5423,N/A,5423,N/A,5423,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
