Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,Autogate Status,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,N/A,All Events,N/A,N/A,N/A,10031,14,716.500,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,FSC-A,SSC-A,10000,14,714.286,99.691,99.691,13209,3729,12064,3451,17651,4861,6119.78,3077.15,46.33,82.53,3441.11,2427.02,28.52,70.34
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,veroniiHIST,N/A,YL2-H,N/A,0,14,0.000,0.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,YL2-H,N/A,10000,14,714.286,99.691,99.691,145,N/A,131,N/A,61,N/A,101.29,N/A,69.72,N/A,95.81,N/A,73.29,N/A
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,protegHIST,N/A,VL2-H,N/A,93,14,6.643,0.927,0.930,16367,N/A,12940,N/A,27237,N/A,7437.22,N/A,45.44,N/A,3161.34,N/A,24.43,N/A
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,VL2-H,N/A,10000,14,714.286,99.691,99.691,3125,N/A,3046,N/A,3480,N/A,2696.89,N/A,86.30,N/A,2088.59,N/A,68.56,N/A
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,veronniiQUADRANT,N/A,YL2-A,VL2-A,7,14,0.500,0.070,0.070,437,3953,423,2981,486,2981,36.06,2254.48,8.25,57.03,37.36,1965.43,8.83,65.92
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,protegensQUADRANT,N/A,YL2-A,VL2-A,35,14,2.500,0.349,0.350,113,21286,79,16802,33,15731,102.97,10070.42,91.25,47.31,70.56,5285.71,89.28,31.46
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,YL2-A,VL2-A,10000,14,714.286,99.691,99.691,8,1761,-6,1551,-95,-3169,103.75,3465.81,1373.98,196.86,100.59,2971.69,1679.36,191.62
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,grimHIST,N/A,BL1-H,N/A,3,14,0.214,0.030,0.030,4317,N/A,4160,N/A,4672,N/A,307.80,N/A,7.13,N/A,60.22,N/A,1.45,N/A
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,BL1-H,N/A,10000,14,714.286,99.691,99.691,409,N/A,374,N/A,2522,N/A,603.30,N/A,147.61,N/A,363.05,N/A,97.05,N/A
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,putidaHIST,N/A,BL2-H,N/A,4065,14,290.357,40.524,40.650,7863,N/A,7416,N/A,5616,N/A,2718.66,N/A,34.57,N/A,1793.38,N/A,24.18,N/A
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,BL2-H,N/A,10000,14,714.286,99.691,99.691,3271,N/A,217,N/A,181,N/A,4178.71,N/A,127.73,N/A,305.27,N/A,140.72,N/A
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,putidaQUADRANT,N/A,YL2-A,BL2-A,3998,14,285.571,39.856,39.980,10,7452,-3,6903,-88,5773,104.95,2982.24,1025.47,40.02,102.58,1676.25,3544.04,24.28
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,YL2-A,BL2-A,10000,14,714.286,99.691,99.691,8,3014,-6,167,-95,27,103.75,4089.90,1373.98,135.68,100.59,411.40,1679.36,246.48
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,Time,FSC-A,10000,14,714.286,99.691,99.691,16923,13209,18751,12064,18751,17651,9003.69,6119.78,53.20,46.33,11435.29,3441.11,60.99,28.52
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,R1,N/A,YL2-A,BL1-A,1,14,0.071,0.010,0.010,-41,3855,-41,3855,-41,3855,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,YL2-A,BL1-A,10000,14,714.286,99.691,99.691,8,206,-6,158,-95,126,103.75,490.80,1373.98,238.41,100.59,378.08,1679.36,239.01
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,R2,N/A,BL1-A,BL2-A,3998,14,285.571,39.856,39.980,286,7452,271,6903,1019,5773,680.67,2982.24,237.94,40.02,666.79,1676.25,245.86,24.28
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,BL1-A,BL2-A,10000,14,714.286,99.691,99.691,206,3014,158,167,126,27,490.80,4089.90,238.41,135.68,378.08,411.40,239.01,246.48
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,VL2-A,BL2-A,10000,14,714.286,99.691,99.691,1761,3014,1551,167,-3169,27,3465.81,4089.90,196.86,135.68,2971.69,411.40,191.62,246.48
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,VL2-A,BL1-A,10000,14,714.286,99.691,99.691,1761,206,1551,158,-3169,126,3465.81,490.80,196.86,238.41,2971.69,378.08,191.62,239.01
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,N/A,All Events,N/A,N/A,N/A,10025,13,771.154,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,cells,N/A,FSC-A,SSC-A,10000,13,769.231,99.751,99.751,19476,9110,16630,8303,17294,5945,11222.66,12988.88,57.62,142.58,7163.18,5435.95,43.07,65.47
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,veroniiHIST,N/A,YL2-H,N/A,0,13,0.000,0.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,cells,N/A,YL2-H,N/A,10000,13,769.231,99.751,99.751,157,N/A,143,N/A,213,N/A,102.37,N/A,65.17,N/A,94.81,N/A,66.27,N/A
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,protegHIST,N/A,VL2-H,N/A,169,13,13.000,1.686,1.690,13388,N/A,11398,N/A,10909,N/A,7139.37,N/A,53.33,N/A,1091.52,N/A,9.58,N/A
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,cells,N/A,VL2-H,N/A,10000,13,769.231,99.751,99.751,4381,N/A,4280,N/A,4837,N/A,2895.32,N/A,66.09,N/A,2376.64,N/A,55.52,N/A
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,veronniiQUADRANT,N/A,YL2-A,VL2-A,13,13,1.000,0.130,0.130,455,5745,437,5519,397,5284,50.02,1949.89,10.99,33.94,42.02,2391.29,9.61,43.33
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,protegensQUADRANT,N/A,YL2-A,VL2-A,228,13,17.538,2.274,2.280,122,17833,80,15436,34,30819,160.90,8880.95,131.41,49.80,74.99,3014.04,94.07,19.53
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,cells,N/A,YL2-A,VL2-A,10000,13,769.231,99.751,99.751,15,3917,2,3371,102,-148,113.04,4946.34,749.59,126.29,106.96,4192.66,5336.49,124.39
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,grimHIST,N/A,BL1-H,N/A,25,13,1.923,0.249,0.250,4321,N/A,4119,N/A,4488,N/A,570.23,N/A,13.20,N/A,307.22,N/A,7.46,N/A
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,cells,N/A,BL1-H,N/A,10000,13,769.231,99.751,99.751,536,N/A,484,N/A,320,N/A,568.02,N/A,105.99,N/A,331.51,N/A,68.55,N/A
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,putidaHIST,N/A,BL2-H,N/A,1719,13,132.231,17.147,17.190,13090,N/A,10288,N/A,7136,N/A,8029.30,N/A,61.34,N/A,5204.48,N/A,50.59,N/A
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,cells,N/A,BL2-H,N/A,10000,13,769.231,99.751,99.751,2413,N/A,205,N/A,94,N/A,5896.52,N/A,244.41,N/A,151.65,N/A,73.88,N/A
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,putidaQUADRANT,N/A,YL2-A,BL2-A,1685,13,129.615,16.808,16.850,29,13482,13,9921,55,16313,124.08,9912.69,434.47,73.53,117.50,5158.40,908.60,51.99
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,cells,N/A,YL2-A,BL2-A,10000,13,769.231,99.751,99.751,15,2421,2,192,102,644,113.04,6433.64,749.59,265.73,106.96,210.24,5336.49,109.77
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,cells,N/A,Time,FSC-A,10000,13,769.231,99.751,99.751,16227,19476,17374,16630,17374,17294,8656.18,11222.66,53.35,57.62,11574.66,7163.18,66.62,43.07
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,R1,N/A,YL2-A,BL1-A,9,13,0.692,0.090,0.090,58,3979,-4,3971,-94,3867,170.86,351.04,293.54,8.82,56.14,154.92,1417.73,3.90
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,cells,N/A,YL2-A,BL1-A,10000,13,769.231,99.751,99.751,15,349,2,296,102,-102,113.04,508.21,749.59,145.79,106.96,397.70,5336.49,134.21
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,R2,N/A,BL1-A,BL2-A,1685,13,129.615,16.808,16.850,523,13482,473,9921,345,16313,916.71,9912.69,175.39,73.53,866.91,5158.40,183.47,51.99
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,cells,N/A,BL1-A,BL2-A,10000,13,769.231,99.751,99.751,349,2421,296,192,-102,644,508.21,6433.64,145.79,265.73,397.70,210.24,134.21,109.77
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,cells,N/A,VL2-A,BL2-A,10000,13,769.231,99.751,99.751,3917,2421,3371,192,-148,644,4946.34,6433.64,126.29,265.73,4192.66,210.24,124.39,109.77
24-07-08 Day5 -- H1.plate1,Experiment,10^-2 dilution,C1.fcs,C1,Experiment,Experiment,,cells,N/A,VL2-A,BL1-A,10000,13,769.231,99.751,99.751,3917,349,3371,296,-148,-102,4946.34,508.21,126.29,145.79,4192.66,397.70,124.39,134.21
