Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,Autogate Status,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
24-07-08 Day4 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,N/A,All Events,N/A,N/A,N/A,10325,18,573.611,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-07-08 Day4 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,FSC-A,SSC-A,10000,18,555.556,96.852,96.852,16493,5654,14083,4679,13587,6137,19210.36,12229.31,116.48,216.29,4943.73,3588.63,35.10,76.70
24-07-08 Day4 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,veroniiHIST,N/A,YL2-H,N/A,25,18,1.389,0.242,0.250,76569,N/A,68567,N/A,68569,N/A,51182.45,N/A,66.84,N/A,29058.07,N/A,42.38,N/A
24-07-08 Day4 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,YL2-H,N/A,10000,18,555.556,96.852,96.852,343,N/A,136,N/A,61,N/A,4571.81,N/A,1331.04,N/A,97.76,N/A,71.76,N/A
24-07-08 Day4 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,protegHIST,N/A,VL2-H,N/A,24,18,1.333,0.232,0.240,17323,N/A,11450,N/A,13986,N/A,23450.29,N/A,135.37,N/A,1490.83,N/A,13.02,N/A
24-07-08 Day4 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,VL2-H,N/A,10000,18,555.556,96.852,96.852,3050,N/A,3041,N/A,5614,N/A,10224.21,N/A,335.20,N/A,2284.36,N/A,75.11,N/A
24-07-08 Day4 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,veronniiQUADRANT,N/A,YL2-A,VL2-A,12,18,0.667,0.116,0.120,50497,1850,53285,1867,461,1179,41812.81,735.12,82.80,39.74,72463.02,1012.48,135.99,54.23
24-07-08 Day4 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,protegensQUADRANT,N/A,YL2-A,VL2-A,1974,18,109.667,19.119,19.740,134,5530,82,4678,14,5387,896.24,4664.85,667.35,84.35,75.67,2071.94,92.62,44.29
24-07-08 Day4 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,YL2-A,VL2-A,10000,18,555.556,96.852,96.852,235,2022,-2,1694,12,3969,5843.18,10223.12,2486.53,505.51,105.89,3390.63,4312.75,200.14
24-07-08 Day4 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,grimHIST,N/A,BL1-H,N/A,14,18,0.778,0.136,0.140,5923,N/A,4470,N/A,4617,N/A,5806.37,N/A,98.04,N/A,480.42,N/A,10.75,N/A
