Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,Autogate Status,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
24-07-08 Day5 -- H1.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,N/A,All Events,N/A,N/A,N/A,194039,67,2896.104,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-07-08 Day5 -- H1.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,FSC-A,SSC-A,10000,67,149.254,5.154,5.154,15896,4214,13166,2205,15994,8049,17207.04,15037.71,108.25,356.82,7301.06,2264.67,55.46,102.71
24-07-08 Day5 -- H1.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,veroniiHIST,N/A,YL2-H,N/A,0,67,0.000,0.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-07-08 Day5 -- H1.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,YL2-H,N/A,10000,67,149.254,5.154,5.154,155,N/A,140,N/A,177,N/A,108.78,N/A,70.12,N/A,98.33,N/A,70.45,N/A
24-07-08 Day5 -- H1.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,protegHIST,N/A,VL2-H,N/A,3779,67,56.403,1.948,37.790,38462,N/A,31087,N/A,47983,N/A,27561.49,N/A,71.66,N/A,11923.88,N/A,38.36,N/A
24-07-08 Day5 -- H1.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,VL2-H,N/A,10000,67,149.254,5.154,5.154,16617,N/A,4669,N/A,2578,N/A,24054.01,N/A,144.76,N/A,4111.15,N/A,88.04,N/A
24-07-08 Day5 -- H1.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,veronniiQUADRANT,N/A,YL2-A,VL2-A,0,67,0.000,0.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-07-08 Day5 -- H1.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,protegensQUADRANT,N/A,YL2-A,VL2-A,3285,67,49.030,1.693,32.850,111,24662,88,19619,31,6426,103.00,30121.12,92.42,122.13,78.02,21585.19,88.57,110.02
24-07-08 Day5 -- H1.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,YL2-A,VL2-A,10000,67,149.254,5.154,5.154,15,15970,-1,4602,-72,-79,118.05,27213.79,812.41,170.40,108.76,6774.36,7936.97,147.21
24-07-08 Day5 -- H1.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,grimHIST,N/A,BL1-H,N/A,0,67,0.000,0.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-07-08 Day5 -- H1.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,BL1-H,N/A,10000,67,149.254,5.154,5.154,411,N/A,372,N/A,526,N/A,277.79,N/A,67.64,N/A,237.48,N/A,63.77,N/A
24-07-08 Day5 -- H1.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,putidaHIST,N/A,BL2-H,N/A,13,67,0.194,0.007,0.130,8067,N/A,7216,N/A,12353,N/A,2343.80,N/A,29.05,N/A,1719.97,N/A,23.84,N/A
24-07-08 Day5 -- H1.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,BL2-H,N/A,10000,67,149.254,5.154,5.154,103,N/A,87,N/A,11,N/A,309.22,N/A,299.95,N/A,70.99,N/A,81.81,N/A
24-07-08 Day5 -- H1.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,putidaQUADRANT,N/A,YL2-A,BL2-A,13,67,0.194,0.007,0.130,17,7735,23,6895,23,7446,83.22,2220.46,495.79,28.71,92.82,1366.87,396.20,19.83
