Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,Autogate Status,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
24-07-08 Day4 -- H1.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,N/A,All Events,N/A,N/A,N/A,14994,80,187.425,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-07-08 Day4 -- H1.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,FSC-A,SSC-A,10032,80,125.400,66.907,66.907,20660,7440,15809,4888,23431,2747,29485.67,18737.00,142.72,251.83,5756.94,4306.95,36.42,88.11
24-07-08 Day4 -- H1.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,veroniiHIST,N/A,YL2-H,N/A,0,80,0.000,0.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-07-08 Day4 -- H1.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,YL2-H,N/A,10032,80,125.400,66.907,66.907,143,N/A,128,N/A,213,N/A,127.68,N/A,89.22,N/A,94.17,N/A,73.35,N/A
24-07-08 Day4 -- H1.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,protegHIST,N/A,VL2-H,N/A,6978,80,87.225,46.539,69.557,53627,N/A,45787,N/A,35272,N/A,31216.31,N/A,58.21,N/A,21187.47,N/A,46.27,N/A
24-07-08 Day4 -- H1.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,VL2-H,N/A,10032,80,125.400,66.907,66.907,39327,N/A,35215,N/A,49891,N/A,41565.58,N/A,105.69,N/A,38630.98,N/A,109.70,N/A
24-07-08 Day4 -- H1.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,veronniiQUADRANT,N/A,YL2-A,VL2-A,0,80,0.000,0.000,0.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-07-08 Day4 -- H1.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,protegensQUADRANT,N/A,YL2-A,VL2-A,4038,80,50.475,26.931,40.251,96,43213,71,37850,31,20124,146.82,35836.31,152.88,82.93,67.87,28239.37,96.05,74.61
24-07-08 Day4 -- H1.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,YL2-A,VL2-A,10032,80,125.400,66.907,66.907,2,40085,-11,34852,-83,40116,133.72,43856.03,7552.96,109.41,101.08,36047.11,906.77,103.43
24-07-08 Day4 -- H1.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,grimHIST,N/A,BL1-H,N/A,7,80,0.087,0.047,0.070,12831,N/A,5698,N/A,5698,N/A,9670.18,N/A,75.36,N/A,2040.38,N/A,35.81,N/A
24-07-08 Day4 -- H1.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,BL1-H,N/A,10032,80,125.400,66.907,66.907,482,N/A,419,N/A,54,N/A,523.09,N/A,108.57,N/A,288.97,N/A,68.97,N/A
24-07-08 Day4 -- H1.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,putidaHIST,N/A,BL2-H,N/A,4,80,0.050,0.027,0.040,4720,N/A,3653,N/A,8773,N/A,2733.05,N/A,57.91,N/A,702.16,N/A,19.22,N/A
24-07-08 Day4 -- H1.plate2,Experiment,10^-2 dilution,A1.fcs,A1,Experiment,Experiment,,cells,N/A,BL2-H,N/A,10032,80,125.400,66.907,66.907,103,N/A,92,N/A,94,N/A,142.37,N/A,138.72,N/A,83.55,N/A,91.10,N/A
