Plate,Experiment,Group,Filename,Sample,Workspace,Compensation Source,Plot Title,Gate,Autogate Status,X Parameter,Y Parameter,Count,Volume,Concentration,%Total,%Gated,X Mean,Y Mean,X Median,Y Median,X Peak,Y Peak,X SD,Y SD,X %CV,Y %CV,X rSD,Y rSD,X %rCV,Y %rCV
24-08-05 Day1 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,N/A,All Events,N/A,N/A,N/A,10008,4,2502.000,100.000,100.000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
24-08-05 Day1 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,FSC-A,SSC-A,10000,4,2500.000,99.920,99.920,16854,10664,14233,7307,27256,6941,8797.01,10055.74,52.20,94.29,5275.83,7383.35,37.07,101.04
24-08-05 Day1 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,veroniiHIST,N/A,YL2-H,N/A,135,4,33.750,1.349,1.350,172874,N/A,184564,N/A,220060,N/A,66804.60,N/A,38.64,N/A,61604.48,N/A,33.38,N/A
24-08-05 Day1 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,YL2-H,N/A,10000,4,2500.000,99.920,99.920,2541,N/A,179,N/A,120,N/A,21377.64,N/A,841.38,N/A,120.34,N/A,67.08,N/A
24-08-05 Day1 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,protegHIST,N/A,VL2-H,N/A,210,4,52.500,2.098,2.100,14278,N/A,12298,N/A,15646,N/A,5102.09,N/A,35.73,N/A,2533.36,N/A,20.60,N/A
24-08-05 Day1 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,VL2-H,N/A,10000,4,2500.000,99.920,99.920,3250,N/A,3345,N/A,3602,N/A,3575.45,N/A,110.02,N/A,2966.77,N/A,88.69,N/A
24-08-05 Day1 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,veronniiQUADRANT,N/A,YL2-A,VL2-A,40,4,10.000,0.400,0.400,46570,1436,1418,1114,581,1032,61950.37,937.59,133.03,65.30,1449.24,1010.51,102.23,90.67
24-08-05 Day1 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,protegensQUADRANT,N/A,YL2-A,VL2-A,2356,4,589.000,23.541,23.560,210,6412,128,5353,325,2870,647.25,4056.33,308.07,63.26,116.16,2723.38,90.78,50.88
24-08-05 Day1 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,YL2-A,VL2-A,10000,4,2500.000,99.920,99.920,2786,1818,18,1490,234,5851,25741.17,4769.90,923.81,262.44,151.81,4257.39,835.78,285.82
24-08-05 Day1 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,grimHIST,N/A,BL1-H,N/A,73,4,18.250,0.729,0.730,5470,N/A,4692,N/A,4729,N/A,2087.74,N/A,38.17,N/A,771.93,N/A,16.45,N/A
24-08-05 Day1 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,BL1-H,N/A,10000,4,2500.000,99.920,99.920,478,N/A,395,N/A,304,N/A,1018.23,N/A,213.14,N/A,561.09,N/A,142.17,N/A
24-08-05 Day1 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,putidaHIST,N/A,BL2-H,N/A,5842,4,1460.500,58.373,58.420,13446,N/A,11637,N/A,18206,N/A,6136.48,N/A,45.64,N/A,4357.87,N/A,37.45,N/A
24-08-05 Day1 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,BL2-H,N/A,10000,4,2500.000,99.920,99.920,7920,N/A,8233,N/A,205,N/A,8057.92,N/A,101.75,N/A,11789.97,N/A,143.21,N/A
24-08-05 Day1 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,putidaQUADRANT,N/A,YL2-A,BL2-A,5809,4,1452.250,58.044,58.090,20,13799,6,11469,217,14238,250.98,7255.57,1241.63,52.58,144.76,4392.53,2313.52,38.30
24-08-05 Day1 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,YL2-A,BL2-A,10000,4,2500.000,99.920,99.920,2786,8056,18,8065,234,146,25741.17,8755.36,923.81,108.69,151.81,11615.08,835.78,144.02
24-08-05 Day1 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,Time,FSC-A,10000,4,2500.000,99.920,99.920,4073,16854,4482,14233,4482,27256,2056.18,8797.01,50.48,52.20,2375.13,5275.83,52.99,37.07
24-08-05 Day1 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,R1,N/A,YL2-A,BL1-A,23,4,5.750,0.230,0.230,127,4059,77,3881,-102,3648,300.00,565.78,237.15,13.94,268.27,394.53,346.52,10.17
24-08-05 Day1 -- Epoch.plate1,Experiment,10^-2 dilution,B1.fcs,B1,Experiment,Experiment,,cells,N/A,YL2-A,BL1-A,10000,4,2500.000,99.920,99.920,2786,304,18,209,234,-256,25741.17,878.80,923.81,288.95,151.81,554.40,835.78,265.85
